"Age","LoanAmount100k","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
64,1.84112,704,85,4,4.94,60,"Bachelor's","Full-time","Single","Yes",0,0.93732
34,0.60699,666,45,3,15.38,36,"Master's","Self-employed","Single","Yes",1,0.67466
66,0.54452,714,72,3,18.31,48,"PhD","Full-time","Divorced","Yes",0,0.53254
68,0.63484,806,83,1,9.76,12,"PhD","Self-employed","Divorced","Yes",0,0.89647
18,1.51932,556,34,4,24.58,60,"PhD","Self-employed","Single","Yes",0,0.82188
54,1.7368,559,69,3,19.29,48,"Bachelor's","Self-employed","Single","No",0,0.19527
49,0.08713,391,10,4,21.76,36,"High School","Self-employed","Single","No",0,0.27987
36,2.00993,474,118,3,22.42,60,"PhD","Part-time","Divorced","No",0,0.63385
45,2.43423,581,80,4,19.68,24,"PhD","Self-employed","Married","No",0,0.88978
64,1.6527,574,49,1,3.46,24,"High School","Full-time","Single","Yes",0,1.30204
19,0.15309,444,113,2,7.97,24,"Master's","Unemployed","Single","Yes",0,0.51779
54,2.42215,729,101,1,12.97,36,"PhD","Self-employed","Single","Yes",0,0.73539
60,2.38979,386,115,1,10.37,36,"Master's","Unemployed","Divorced","Yes",0,0.90393
42,2.10307,759,75,4,16.91,60,"High School","Unemployed","Married","Yes",0,0.21384
66,0.86782,678,5,3,15.42,48,"Master's","Self-employed","Married","Yes",0,0.88201
31,0.30844,484,104,1,3.64,36,"Bachelor's","Part-time","Divorced","No",0,1.00119
24,0.98546,839,76,1,23.68,24,"Master's","Unemployed","Single","Yes",1,0.19683
39,0.46633,614,98,3,9.8,24,"Master's","Full-time","Divorced","Yes",0,0.65007
32,0.2051,331,41,4,2.02,60,"Bachelor's","Part-time","Single","No",0,1.28666
69,0.59199,699,84,4,10.77,24,"Bachelor's","Full-time","Married","No",0,0.31863
39,1.99719,341,90,4,18.59,24,"High School","Unemployed","Single","Yes",0,0.90926
19,0.51678,752,42,3,10.95,24,"High School","Self-employed","Single","No",0,0.7298
37,0.81886,462,84,3,21.49,60,"PhD","Self-employed","Divorced","Yes",0,0.33252
64,1.89473,306,65,1,9.45,48,"Bachelor's","Part-time","Divorced","No",0,1.37134
57,1.362,715,30,1,5.92,36,"Master's","Part-time","Single","Yes",0,0.19768
58,0.95083,826,72,1,11.6,36,"Master's","Full-time","Single","No",0,0.8484
59,1.18969,540,108,3,13.78,24,"PhD","Self-employed","Divorced","Yes",0,0.682
52,1.44424,843,29,2,20.55,36,"Master's","Self-employed","Married","No",0,0.35483
55,1.9081,304,75,1,2.16,12,"Bachelor's","Self-employed","Single","No",0,1.10335
69,2.03681,661,108,3,6.19,12,"PhD","Self-employed","Single","No",0,0.35779
23,2.03435,544,72,3,24.04,24,"High School","Full-time","Single","No",0,0.57653
44,2.17576,577,88,1,10.63,12,"Master's","Part-time","Divorced","Yes",0,0.95341
42,0.7203,332,58,2,18.37,48,"Bachelor's","Unemployed","Married","Yes",0,1.44203
28,2.2012,777,42,2,19.81,48,"High School","Unemployed","Divorced","No",0,1.42561
22,0.66654,380,107,4,18.32,48,"Master's","Full-time","Married","No",0,0.39235
40,2.44251,355,52,2,5.13,48,"PhD","Part-time","Married","Yes",0,0.2297
57,0.17029,827,71,3,6.89,36,"Bachelor's","Part-time","Single","Yes",0,1.21554
33,0.74899,547,78,2,24.5,24,"PhD","Self-employed","Married","No",0,0.33966
50,1.61489,405,20,3,15.72,60,"Bachelor's","Unemployed","Single","Yes",0,0.43741
55,0.79641,537,19,2,15.17,24,"Bachelor's","Self-employed","Single","Yes",0,1.4793
21,1.54741,683,46,4,11.09,12,"Bachelor's","Unemployed","Married","Yes",0,0.785
29,0.21196,634,29,1,15.28,24,"High School","Self-employed","Married","No",0,1.14197
26,1.51554,361,65,2,15.42,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.11354
27,0.48144,367,64,4,14.05,36,"Master's","Part-time","Single","No",1,0.32819
25,2.28147,376,92,1,8.9,48,"Bachelor's","Part-time","Single","Yes",1,0.15156
49,0.56336,350,117,2,11.92,36,"Bachelor's","Self-employed","Married","Yes",0,1.37452
62,2.14895,668,61,4,20.16,36,"Bachelor's","Part-time","Married","Yes",0,0.57045
69,2.1433,849,74,1,9.43,36,"High School","Full-time","Single","No",1,0.16393
57,1.2285,363,5,3,11.17,36,"High School","Full-time","Single","Yes",1,0.46376
47,2.36457,497,104,2,9.62,48,"High School","Unemployed","Divorced","No",0,1.35342
44,1.32889,560,80,2,22.38,36,"Master's","Unemployed","Married","No",0,0.92745
52,0.20333,352,110,1,22.45,36,"High School","Part-time","Single","Yes",1,0.4124
63,2.44523,820,5,4,14.75,12,"High School","Full-time","Single","No",0,0.34173
35,1.52866,543,3,2,12.67,60,"Master's","Part-time","Married","No",0,1.36087
48,1.56314,717,107,4,2.03,12,"High School","Unemployed","Married","No",0,1.27928
39,0.62047,348,14,1,21.48,24,"High School","Full-time","Married","No",0,0.47294
28,0.69563,563,32,1,23.12,24,"PhD","Self-employed","Single","No",0,1.02104
67,2.25566,646,56,4,5.88,36,"High School","Unemployed","Married","Yes",0,1.23635
66,0.32954,364,73,4,19.66,12,"High School","Part-time","Married","Yes",0,0.37178
31,0.32752,379,0,2,21.97,48,"High School","Part-time","Divorced","Yes",0,1.27762
43,0.68567,321,64,2,4.39,60,"PhD","Unemployed","Single","No",0,1.01274
64,0.77759,558,39,3,21.45,60,"Master's","Self-employed","Single","No",0,1.20497
39,2.35246,815,110,3,20.54,36,"PhD","Unemployed","Divorced","No",0,1.18441
48,2.05961,370,113,3,22.55,24,"Bachelor's","Self-employed","Married","Yes",0,1.31526
66,0.52082,771,104,2,24.13,60,"PhD","Unemployed","Divorced","Yes",0,0.18145
49,0.25175,631,78,3,16.81,60,"High School","Unemployed","Married","No",0,1.48826
64,1.87099,370,16,3,10.36,24,"Master's","Full-time","Married","No",0,0.17595
44,1.17583,554,51,1,11.55,60,"Master's","Self-employed","Married","Yes",0,1.14541
64,1.9227,791,70,3,8.67,24,"Bachelor's","Unemployed","Married","Yes",0,1.49206
68,1.6318,449,16,1,17.48,12,"PhD","Full-time","Divorced","No",0,0.21903
66,2.06251,454,112,1,2.58,60,"Master's","Unemployed","Married","No",0,1.48745
69,1.79159,371,47,1,6.05,36,"High School","Unemployed","Married","No",0,1.29799
22,1.24587,382,67,4,19.19,24,"Master's","Unemployed","Single","No",1,0.63395
25,1.83885,606,93,4,2.19,48,"Master's","Unemployed","Married","Yes",0,0.31214
42,1.72644,592,69,1,4.82,24,"PhD","Full-time","Married","Yes",0,1.07632
30,1.91323,766,44,4,13.46,24,"Master's","Part-time","Married","No",0,0.26068
20,1.7898,513,24,1,18.71,24,"Master's","Unemployed","Married","Yes",1,0.63176
66,1.50052,666,110,2,7.55,48,"High School","Part-time","Married","Yes",0,1.25038
19,1.64457,426,96,1,9.02,36,"PhD","Full-time","Divorced","No",0,1.13108
43,2.33481,578,114,1,5.23,48,"Master's","Part-time","Divorced","Yes",0,0.94452
49,1.55945,559,3,3,13.65,48,"Master's","Self-employed","Married","Yes",0,1.25695
19,0.39458,721,79,3,21.69,24,"PhD","Self-employed","Single","Yes",1,0.97898
33,2.25371,303,107,4,23,24,"PhD","Self-employed","Married","No",0,0.70545
55,2.04445,302,18,2,17.84,60,"Bachelor's","Part-time","Married","Yes",0,0.75528
19,1.87051,842,76,2,19.57,48,"Bachelor's","Part-time","Married","Yes",0,1.25433
43,2.20867,531,82,4,16.55,24,"Bachelor's","Full-time","Divorced","No",1,1.41699
20,2.23546,712,51,1,18.69,36,"Bachelor's","Part-time","Divorced","No",0,1.25046
48,2.42721,533,3,4,4.89,36,"PhD","Part-time","Married","Yes",0,0.68559
66,1.54427,767,84,3,11.56,60,"High School","Full-time","Divorced","Yes",0,0.62604
64,0.756,518,62,4,23.16,48,"Master's","Part-time","Single","Yes",0,0.16949
69,0.73519,422,12,3,10.2,60,"High School","Full-time","Single","No",0,0.44965
20,2.46429,369,91,3,24.35,24,"Master's","Part-time","Divorced","Yes",0,0.50643
44,1.8752,681,4,4,15.28,36,"High School","Part-time","Single","Yes",1,0.20174
31,1.36402,527,7,3,7.05,24,"Bachelor's","Part-time","Divorced","No",0,1.2957
43,1.03837,724,72,4,4.18,24,"Bachelor's","Full-time","Married","Yes",0,1.42042
61,1.48739,334,12,1,20.65,24,"Bachelor's","Full-time","Single","Yes",0,1.49258
19,1.68272,806,54,3,7.64,36,"Master's","Unemployed","Single","No",1,0.70806
67,2.13158,717,19,4,24.5,12,"Bachelor's","Part-time","Married","Yes",0,1.1883
51,0.79507,448,45,2,18.56,48,"Master's","Part-time","Married","Yes",0,1.24647
30,2.12616,671,116,1,13.01,36,"Bachelor's","Unemployed","Married","No",0,1.45432
24,1.59267,745,109,3,5.19,48,"Bachelor's","Part-time","Divorced","Yes",0,0.69859
45,1.64777,387,68,2,17.81,12,"Master's","Unemployed","Single","No",0,1.17946
18,2.0882,522,59,2,18.66,48,"Bachelor's","Unemployed","Married","Yes",0,1.13097
28,0.56917,382,88,4,6.35,60,"High School","Part-time","Divorced","No",0,0.46183
56,2.04726,429,112,3,17.82,24,"Master's","Self-employed","Divorced","Yes",0,0.23675
54,1.0592,447,115,1,14.61,36,"High School","Self-employed","Single","Yes",0,0.22437
60,0.1103,550,6,3,22.17,12,"Bachelor's","Self-employed","Single","Yes",0,0.39543
65,1.67398,503,45,1,13.17,24,"High School","Part-time","Married","Yes",0,1.41193
66,1.79054,515,7,3,14.93,60,"High School","Unemployed","Divorced","No",0,1.33677
62,2.40736,357,10,4,20.7,24,"Bachelor's","Self-employed","Married","Yes",0,1.34126
29,1.12739,417,87,3,8.83,60,"Master's","Full-time","Divorced","Yes",0,0.67021
36,1.48007,353,17,2,5.52,12,"PhD","Full-time","Divorced","No",0,0.26175
51,1.90612,795,84,3,22.5,24,"Master's","Self-employed","Married","Yes",0,0.46511
18,1.23599,569,7,3,8.37,24,"Master's","Self-employed","Single","Yes",0,0.53588
21,0.68786,473,83,4,4.24,36,"Master's","Self-employed","Divorced","No",0,0.7827
67,1.92481,488,17,3,6.2,36,"High School","Full-time","Married","No",0,1.12261
60,1.33516,659,62,2,5.28,36,"High School","Self-employed","Single","No",0,1.2058
24,0.33392,526,15,1,3.54,12,"PhD","Self-employed","Divorced","Yes",1,1.29362
52,0.59468,523,45,3,16.44,36,"Master's","Self-employed","Married","Yes",0,0.89345
30,1.42282,319,49,2,16.93,24,"High School","Full-time","Married","Yes",0,0.65335
21,1.75906,442,42,4,8.7,60,"Master's","Unemployed","Single","No",0,0.9795
46,0.10082,590,50,3,23.75,24,"Bachelor's","Part-time","Married","No",0,1.26396
36,1.44634,463,95,3,14.09,36,"Bachelor's","Unemployed","Divorced","No",0,0.2802
68,1.65459,785,45,1,16.29,36,"Master's","Full-time","Divorced","No",0,1.00661
40,0.67064,522,70,3,22.08,12,"High School","Self-employed","Divorced","Yes",0,0.80385
69,1.13691,427,35,3,3.49,48,"Master's","Unemployed","Married","Yes",0,1.29579
24,0.73824,579,2,2,13.1,60,"PhD","Part-time","Single","Yes",0,0.65841
60,0.31367,804,54,2,22.54,48,"Bachelor's","Part-time","Single","No",0,1.38674
35,2.45494,608,46,4,12.56,48,"Bachelor's","Self-employed","Single","No",0,1.25863
40,0.75532,705,56,4,14.2,48,"High School","Unemployed","Single","Yes",1,0.99262
29,1.77468,803,58,3,20.98,24,"Bachelor's","Full-time","Married","No",0,1.32227
39,0.90147,443,96,3,2.58,36,"High School","Part-time","Married","Yes",0,0.65965
57,0.8784,842,28,4,2.92,12,"Bachelor's","Part-time","Single","Yes",0,0.31414
31,1.8879,826,2,1,20,36,"High School","Full-time","Divorced","No",0,0.44819
68,2.3578,725,117,1,5.74,24,"Master's","Unemployed","Single","Yes",0,0.72582
25,1.05489,498,17,1,23.21,48,"Bachelor's","Part-time","Single","No",0,0.8153
49,0.23243,636,97,3,3.44,36,"Master's","Self-employed","Married","Yes",0,0.21381
63,1.00279,363,79,3,5.65,12,"PhD","Part-time","Married","No",0,0.23934
36,1.27322,536,86,3,3.58,24,"PhD","Full-time","Married","No",0,0.46546
65,1.78663,368,111,2,13.06,60,"Master's","Self-employed","Single","Yes",0,0.57862
50,1.91596,528,111,1,17.24,48,"PhD","Full-time","Married","No",0,1.12197
29,0.37292,472,98,2,13.92,60,"High School","Self-employed","Married","Yes",0,0.55368
64,2.44116,612,98,4,11.96,24,"PhD","Unemployed","Divorced","Yes",0,0.80336
43,2.33718,533,72,2,11.94,12,"PhD","Unemployed","Divorced","Yes",0,0.8939
30,1.18678,376,76,2,2.85,24,"PhD","Part-time","Single","Yes",0,1.41284
24,1.59546,352,38,4,6.43,60,"Bachelor's","Self-employed","Divorced","Yes",1,0.87747
51,2.4892,833,54,2,15.66,60,"Bachelor's","Unemployed","Divorced","No",0,1.05171
38,1.01623,785,98,1,3.77,12,"Bachelor's","Unemployed","Married","No",0,0.79499
63,2.40601,310,80,4,2.96,12,"Bachelor's","Full-time","Single","Yes",0,1.41763
35,0.64351,388,23,1,14.35,60,"Master's","Unemployed","Married","Yes",0,1.03896
66,2.24871,745,47,4,12.92,12,"Bachelor's","Part-time","Divorced","No",0,1.07728
22,1.26499,834,119,3,19.92,12,"High School","Unemployed","Single","Yes",0,0.66635
67,2.16635,583,62,2,14.92,12,"Bachelor's","Unemployed","Single","No",0,1.2247
58,0.84675,794,51,3,23.81,60,"Bachelor's","Self-employed","Single","No",0,1.09515
28,0.95136,683,28,4,19.52,24,"High School","Self-employed","Single","Yes",1,1.23744
38,1.11368,324,73,1,10.99,24,"High School","Unemployed","Married","Yes",0,0.63705
53,1.47036,742,97,3,23.66,12,"Bachelor's","Unemployed","Single","No",1,0.51848
60,0.8353,371,41,1,23.36,24,"Bachelor's","Full-time","Married","Yes",0,1.19494
24,1.73603,675,113,2,7.16,24,"High School","Self-employed","Married","No",0,1.06472
28,1.25237,812,114,3,15.17,24,"PhD","Unemployed","Single","Yes",0,0.49943
22,0.91336,354,108,3,24.49,48,"PhD","Part-time","Divorced","Yes",0,1.43861
31,2.39991,579,113,1,9.09,12,"Bachelor's","Unemployed","Single","Yes",0,0.6526
27,1.79847,366,75,3,11.37,36,"Bachelor's","Full-time","Married","Yes",0,1.09589
23,1.84018,683,56,1,8.8,24,"PhD","Full-time","Divorced","Yes",0,1.35219
38,1.75672,336,28,1,21.58,24,"PhD","Unemployed","Single","No",1,0.41507
28,2.37198,679,59,4,7.92,48,"PhD","Unemployed","Single","Yes",1,0.2207
36,0.78833,844,117,4,12.54,60,"High School","Self-employed","Married","Yes",0,0.3832
58,1.63114,631,41,4,2.78,24,"High School","Part-time","Divorced","Yes",0,1.05929
57,1.66584,817,89,3,22.92,60,"Bachelor's","Part-time","Married","Yes",0,0.23692
44,2.23735,343,81,2,4.83,12,"Bachelor's","Unemployed","Single","Yes",0,0.5417
53,2.01795,528,84,4,12.83,12,"Master's","Self-employed","Single","No",0,0.46398
53,0.88753,485,5,2,5.14,60,"PhD","Self-employed","Married","Yes",0,0.94273
59,2.25998,384,24,4,12.94,24,"Bachelor's","Unemployed","Married","No",0,1.05352
69,1.88361,561,63,4,9.42,12,"PhD","Self-employed","Married","No",0,1.29674
60,1.43786,487,47,3,14.91,60,"Master's","Unemployed","Single","No",0,0.96779
68,1.30643,751,41,2,9.03,36,"PhD","Full-time","Divorced","No",0,0.43419
32,1.55848,592,69,2,24.66,24,"Bachelor's","Unemployed","Divorced","Yes",1,0.65608
23,1.20492,701,94,3,3.32,60,"High School","Part-time","Single","Yes",0,1.06512
45,0.20892,684,0,3,15.83,48,"Bachelor's","Self-employed","Divorced","Yes",1,0.51122
20,0.56983,422,47,2,20.19,12,"High School","Full-time","Single","Yes",0,1.35111
63,2.02678,729,114,3,6.55,36,"High School","Unemployed","Single","Yes",0,1.09418
31,1.82815,611,64,2,2.76,60,"PhD","Full-time","Single","Yes",0,0.99532
22,2.06337,463,94,3,9.3,48,"High School","Part-time","Single","Yes",0,0.44951
62,0.66391,758,106,2,5.42,60,"Bachelor's","Self-employed","Single","Yes",0,1.14944
30,2.36772,505,15,3,20.04,48,"High School","Part-time","Single","No",0,0.78573
50,1.02638,461,46,3,4.3,12,"Bachelor's","Unemployed","Single","Yes",0,0.63429
20,1.62591,720,89,4,20.67,48,"PhD","Self-employed","Married","Yes",0,0.21697
21,2.07584,416,88,1,16.89,24,"Bachelor's","Full-time","Married","Yes",0,1.26239
69,0.18802,520,59,4,12.93,48,"Master's","Self-employed","Divorced","Yes",0,1.0731
38,0.43062,419,73,4,2.67,24,"PhD","Unemployed","Married","Yes",0,1.12541
19,2.4102,508,56,1,18.38,36,"High School","Unemployed","Married","No",0,0.77281
49,2.33632,552,75,3,2.23,36,"Master's","Full-time","Single","Yes",0,1.12083
53,0.7014,763,51,4,14.57,24,"PhD","Part-time","Divorced","No",0,1.1407
21,0.43847,532,23,3,5.41,48,"Master's","Unemployed","Single","Yes",0,0.81153
69,0.35494,443,27,3,18.23,48,"High School","Full-time","Divorced","No",0,0.8686
40,2.04618,673,10,3,16.07,36,"High School","Part-time","Divorced","Yes",0,0.76895
51,1.19663,353,0,1,17.99,60,"High School","Full-time","Single","Yes",0,0.50281
66,2.24059,352,2,1,23.7,48,"Bachelor's","Full-time","Single","Yes",0,0.19473
35,0.05713,646,4,3,18.46,60,"High School","Self-employed","Married","No",0,1.15534
66,2.11049,579,20,1,17.63,60,"PhD","Full-time","Married","No",0,1.17198
48,0.08734,650,106,2,23.98,48,"Master's","Self-employed","Divorced","Yes",0,1.25512
51,0.25331,321,105,4,6.48,24,"High School","Part-time","Single","No",0,0.55894
56,2.11191,811,106,2,18.98,48,"PhD","Part-time","Single","No",0,1.00792
61,2.47959,523,67,4,2.83,24,"PhD","Part-time","Divorced","No",0,0.43691
47,0.75924,443,76,1,20.21,60,"PhD","Full-time","Divorced","Yes",0,1.23626
36,2.12824,731,100,2,9.45,12,"High School","Unemployed","Married","Yes",0,0.20823
26,2.07824,460,116,2,21.87,60,"High School","Full-time","Divorced","Yes",1,0.58277
64,0.16502,307,7,1,14.43,48,"Master's","Full-time","Single","Yes",0,1.46145
34,1.84081,796,9,3,19.41,60,"PhD","Self-employed","Married","No",0,0.88359
46,0.68015,547,17,4,11.82,48,"PhD","Part-time","Divorced","No",0,1.3529
28,0.21068,774,52,3,21.37,24,"Bachelor's","Self-employed","Married","No",0,0.87117
20,1.24061,778,109,4,16.57,36,"PhD","Full-time","Divorced","Yes",0,0.2121
36,1.31776,314,97,1,20.81,60,"Bachelor's","Self-employed","Divorced","Yes",0,0.31421
57,0.49566,384,66,4,3.05,24,"PhD","Part-time","Divorced","Yes",0,1.37586
55,1.87626,486,113,3,13.38,48,"PhD","Part-time","Married","No",0,1.36908
61,1.81981,785,23,1,7.91,60,"Bachelor's","Part-time","Married","Yes",0,0.28804
65,1.70759,639,73,1,24.38,48,"High School","Unemployed","Single","Yes",0,1.05177
40,1.96416,775,61,2,11.14,48,"PhD","Part-time","Divorced","No",0,0.88618
31,0.78225,616,51,1,5.85,60,"PhD","Self-employed","Divorced","Yes",0,0.98644
43,2.02213,831,1,2,16.5,60,"High School","Full-time","Divorced","Yes",0,1.14921
26,1.78308,806,65,3,4.63,12,"Master's","Part-time","Single","Yes",1,0.51633
43,2.45459,344,29,3,11.63,24,"Bachelor's","Part-time","Married","No",0,0.99616
63,1.83899,640,48,2,10.12,60,"Bachelor's","Part-time","Single","No",0,0.20318
35,1.44491,491,94,3,18.31,60,"PhD","Part-time","Single","No",0,1.18454
62,1.6875,354,52,4,13.22,60,"PhD","Part-time","Divorced","No",0,0.68421
65,1.13284,805,87,1,14.04,12,"PhD","Self-employed","Divorced","No",0,0.32784
36,2.19879,332,118,4,4.21,48,"Bachelor's","Unemployed","Single","No",0,1.17715
23,2.41391,305,91,2,10.98,36,"Bachelor's","Part-time","Married","No",0,0.79156
60,0.69939,674,56,4,24.69,48,"Bachelor's","Part-time","Single","Yes",0,0.96466
29,0.70584,848,59,1,20.75,60,"PhD","Full-time","Single","Yes",0,0.50354
46,0.22161,572,3,4,4.9,24,"Bachelor's","Unemployed","Married","Yes",0,0.63264
42,0.54591,385,24,1,7.47,60,"Bachelor's","Unemployed","Married","No",0,1.32609
31,2.11766,845,48,1,21.29,36,"High School","Unemployed","Single","Yes",0,0.64697
67,0.78204,766,7,1,6.7,36,"Bachelor's","Unemployed","Married","No",0,1.04607
30,1.79119,702,75,1,11.59,24,"High School","Part-time","Married","No",0,0.30436
65,1.82202,373,58,2,10.13,48,"Master's","Part-time","Married","No",0,0.23726
18,1.33855,323,34,1,20.22,36,"Bachelor's","Part-time","Married","No",0,1.21897
32,2.28926,543,114,2,13.14,48,"High School","Full-time","Married","Yes",0,0.36884
21,0.42774,487,101,4,16.35,36,"PhD","Self-employed","Married","No",0,0.57053
36,1.50045,560,57,4,10.27,60,"Bachelor's","Self-employed","Single","Yes",0,0.42145
37,2.26142,642,40,4,21.67,24,"Bachelor's","Unemployed","Married","No",1,1.37708
44,0.4621,330,5,4,5.67,36,"Bachelor's","Part-time","Divorced","No",0,1.30606
22,0.35602,649,117,2,20.11,48,"PhD","Unemployed","Married","No",0,0.35517
42,1.97377,514,21,4,3.04,48,"PhD","Unemployed","Divorced","No",0,1.12409
67,2.18572,787,70,1,8.44,48,"High School","Part-time","Divorced","Yes",0,0.89789
41,1.17605,518,67,4,13.79,36,"PhD","Self-employed","Single","Yes",1,1.02164
22,2.353,500,2,4,8.18,36,"Master's","Part-time","Married","No",0,0.74715
19,0.15912,559,65,2,8.68,60,"Master's","Part-time","Married","No",0,0.43911
61,0.55719,838,68,2,19.66,48,"Bachelor's","Full-time","Divorced","No",0,0.71168
57,1.805,627,94,2,15.22,24,"Master's","Full-time","Married","No",0,0.51244
20,1.07059,815,24,3,8.23,48,"Bachelor's","Part-time","Married","No",0,0.27506
